,A3_err,A4_err,A5_err,A6_err,A7_err,A8_err,A9_err
0,0.06417296622735495,-0.07039408541314303,0.056853906693271276,0.06593570726242536,-0.33706835602158136,0.21054227779530976,-0.14231285520397854
1,-0.3702019692375759,0.10707118687599802,-0.11167612514546801,0.05468591761373983,0.2592354850193291,0.7796494136629282,0.06539550616811868
2,0.2556789686410215,-0.20931741218585684,0.048032242973221624,0.12037537808471496,0.21681010753207045,-1.8146489837686723,1.1928405554924995
3,-0.07880311592163179,-0.07464611314816823,0.08699407300018748,-0.061709018523440705,0.18095228785766537,-0.09403081612918843,0.058004832506942716
4,-0.060204384424508026,-0.05864536385361953,-0.060273220470752106,0.04703981355919853,0.06900151752131356,0.029564816922674122,0.2706867164102614
5,0.2366720008704578,-0.06681186339574076,-0.07524797026637071,0.045015486836666514,0.2007743875933709,-0.044337960948389515,0.07572782824370956
6,0.08794653247022277,0.07309212013499335,0.11585948621153122,-0.06200414186829194,-0.36282028683461764,0.06459763991712672,0.10878557409111031
7,-0.35044582553487624,-0.10920800004168447,-0.11075161967292753,-0.04098786802935004,0.05921829224628665,0.1514928232236603,-0.0329906613723272
8,0.04527577185863932,-0.06653913156218963,0.06868341715711503,0.058560180509553285,0.12379011063868622,-1.4780850038522981,-0.3527157938719097
9,0.05661398648236639,0.06368367459736297,-0.06767890968734112,-0.032804672183486455,-0.06931818921865593,0.03185206104784499,0.06926174644110897
